A|A|113|20200701|20200731|20200810|999|SISTEMA SAC         
A|B|001|000|PE|PC|II|EC|EI|SC|SI
E|C|001|000|20200716|20200715|CT-E|0  |001431|P|00001466|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |000000000000|00000000|00000035|0000000160026|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|          |1352  |000|0000000001000|00000160026|0000000000000|0000000000000|0000000000000|0000000000000|00000|0000000000000|0000000160026|0000000000000|0000000000000|0000000160026|      |CT|001|F|1466|20072020|16072020|1431|00000160026|00000000000|0
E|C|001|000|20200722|20200722|NFE |1  |001212|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|1212|00000000000|00000000000|1
E|C|001|000|20200723|20200723|NFE |1  |002600|P|00000021|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000500000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000500000|00000001000|0000000000000|0000000000000|0000000000000|0000000500000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000500000|      |CM|001|F|21|23072020|23072020|2600|00000000000|00000000000|1
E|C|001|000|20200722|20200722|NFE |1  |003232|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|3232|00000000000|00000000000|1
E|C|001|000|20200722|20200722|NFE |1  |004545|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|4545|00000000000|00000000000|1
E|C|001|000|20200722|20200722|NFE |1  |006565|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|6565|00000000000|00000000000|1
S|C|001|000|20200716|20200716|NFE |1  |164119|P|00000005|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000001|0000000062500|0000000036456|0000000004375|0000000000000|AQX0922|C|PR|001|0016505590|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
S|I|101       |5101  |020|0000000025000|00000002500|00000000000|0000000000000|0000000000000|0000000036456|01200|0000000007500|0000000000000|0000000026044|0000000000000|0000000062500|      |VD|001|C|5|16072020|16072020|164119|00000001610|00000005833|1
P|E|001|000|00001466|COOPERATIVA DE TRANSPORTES BOM RETIRO   |15278561000396|9082131733        |88   |N|TRANSCOOPER CLEVELANDIA                 |Avenida Nossa Senhora Da Luz, 3278      |Centro                                  |85530000|4632522726    |              |                                                            |   |Clevelandia|0||PR
P|E|001|000|00000022|REMAISFRIO - COMERCIO DE REFRIGERA?AO LT|04054010000160|90218525-94       |2    |N|REMAISFRIO                              |Av. Tupi, 2047                          |                                        |85501000|32253227      |32253227      |                                                            |   |Pato Branco|21145||PR
P|E|001|000|00000021|COMERCIO DE COMBUSTIVEL BAIXADA LTDA    |75135822000189|3160201869        |2    |N|P. GABRIEL                              |Av. Tupi, 3451                          |Baixada Industr                         |85506000|32251033      |0             |                                                            |   |Pato Branco|28460||PR
P|C|001|000|00000005|COM. DE CEREAIS DELAMARTES LTDA         |80186406000140|1030229327        |224  |N|DELAMARTES                              |Rua Genesio Moreschi, 863               |Jd Guaraituba                           |83410000|              |              |slstorolli@uol.com.br                                       |   |Colombo|30004||PR
I|I|001|000|20200731|                                                       01000|Pimenta Em Po                                                                                                           |16    |090|UN |000100|0000000001000|00000000000| 00000000|00000|00000000000|00000000000|   00000000000000000000|00000000000000000000|                                                                            
C|C|332  |Rondonopolis                            |MT|    |0000000|        01058051076020000000
C|C|333  |Serra                                   |ES|    |0000000|        01058032050020000000
C|C|334  |Guaruja Do Sul                          |SC|    |0000000|        01058042066030000000
C|C|335  |Dionisio Cerqueira                      |SC|    |0000000|        01058042050010000000
C|C|336  |Mandirituba                             |PR|    |0000000|        01058041143020000000
C|C|337  |Alto Parana                             |PR|    |0000000|        01058041006080000000
C|C|338  |Sao Miguel Do Oeste                     |SC|    |0000000|        01058042172040000000
C|C|339  |flor da serra do sul                    |PR|    |0000000|        01058041078500000000
C|C|340  |Braganey                                |PR|    |0000000|        01058041033540000000
C|C|341  |Massaranduba                            |SC|    |0000000|        01058042106050000000
C|C|342  |jataizinho                              |PR|    |0000000|        01058041127020000000
C|C|343  |Campo Grande                            |MS|    |0000000|        01058050027040000000
C|C|344  |farroupilha                             |RS|    |0000000|        01058043079060000000
C|C|345  |Boa Esperanca Do Iguacu                 |PR|    |0000000|        01058041030240000000
C|C|346  |Cordilheira Alta                        |SC|    |0000000|        01058042043500000000
C|C|347  |hortolandia                             |SP|    |0000000|        01058035190710000000
C|C|348  |Monte Mor                               |SP|    |0000000|        01058035318030000000
C|C|349  |Campo Magro                             |PR|    |0000000|        01058041042530000000
C|C|350  |Antonina                                |PR|    |0000000|        01058041012000000000
C|C|351  |Quatro Barras                           |PR|    |0000000|        01058041208040000000
C|C|352  |Pocos De Caldas                         |MG|    |0000000|        01058031518000000000
C|C|353  |Sabara                                  |MG|    |0000000|        01058031567000000000
C|C|354  |Pontal do Parana                        |PR|    |0000000|        01058041199540000000
C|C|355  |Irati                                   |PR|    |0000000|        01058041107060000000
C|C|356  |Catalao                                 |GO|    |0000000|        01058052051090000000
C|C|357  |Matinhos                                |PR|    |0000000|        01058041157050000000
C|C|358  |santo andre                             |SP|    |0000000|        01058035478090000000
C|C|359  |Palhoça                                 |SC|    |0000000|        01058042119000000000
C|C|361  |Diamante do Sul                         |PR|    |0000000|        01058041071240000000
C|C|363  |Sao Jose Do Rio Preto                   |SP|    |0000000|        01058035498050000000
C|C|366  |laranjal                                |PR|    |0000000|        01058041132540000000
C|C|367  |Sao Pedro do Iguacu                     |PR|    |0000000|        01058041257530000000
C|C|368  |Barueri                                 |SP|    |0000000|        01058035057080000000
C|C|370  |INDAIATUBA                              |SP|    |0000000|        01058035205090000000
C|C|371  |Mato Rico                               |PR|    |0000000|        01058041157390000000
C|C|372  |Sapucaia Do Sul                         |RS|    |0000000|        01058043200080000000
C|C|373  |Batatais                                |SP|    |0000000|        01058035059060000000
C|C|374  |Nova Itaberaba                          |SC|    |0000000|        01058042114540000000
C|C|375  |Diadema                                 |SP|    |0000000|        01058035138010000000
C|C|376  |Hortolandia                             |SP|    |0000000|        01058035190710000000
C|C|378  |Eldorado Do Sul                         |RS|    |0000000|        01058043067670000000
C|C|379  |Jarinu                                  |SP|    |0000000|        01058035252010000000
C|C|380  |Joaçaba                                 |SC|    |0000000|        01058042090030000000
C|C|381  |Santa Helena                            |SC|    |0000000|        01058042155540000000
C|C|382  |Morretes                                |PR|    |0000000|        01058041162080000000
C|C|383  |Peabiru                                 |PR|    |0000000|        01058041188080000000
C|C|384  |Santa Lucia                             |PR|    |0000000|        01058041238240000000
C|C|385  |Campo Bonito                            |PR|    |0000000|        01058041040550000000
C|C|386  |Tres Lagoas                             |MS|    |0000000|        01058050083050000000
C|C|387  |Paula Freitas                           |PR|    |0000000|        01058041186000000000
C|C|388  |Diamante Doeste                         |PR|    |0000000|        01058041071570000000
C|C|389  |Laranjal                                |PR|    |0000000|        01058041132540000000
C|C|390  |Santa Maria                             |RS|    |0000000|        01058043169070000000
C|C|391  |Brusque                                 |SC|    |0000000|        01058042024090000000
C|C|392  |LOUVEIRA                                |SP|    |0000000|        01058035273060000000
C|C|394  |CAMAQUA                                 |RS|    |0000000|        01058043035090000000
C|C|395  |SAO LOURENCO DO OESTE                   |SC|    |0000000|        01058042169090000000
C|C|396  |SAO JORGE D OESTE                       |PR|    |0000000|        01058041252090000000
C|C|397  |Schroeder                               |SC|    |0000000|        01058042174020000000
C|C|398  |IPIRANGA                                |PR|    |0000000|        01058041105080000000
C|C|399  |Catanduvas                              |PR|    |0000000|        01058041050030000000
C|C|400  |Rio Grande Da Serra                     |SP|    |0000000|        01058035441030000000
C|C|401  |Virmond                                 |PR|    |0000000|        01058041286580000000
C|C|402  |Altamira Do Parana                      |PR|    |0000000|        01058041004590000000
C|C|403  |VIANA                                   |ES|    |0000000|        01058032051010000000
C|C|404  |Faxinal dos Guedes                      |SC|    |0000000|        01058042053080000000
C|C|405  |Videira                                 |SC|    |0000000|        01058042193090000000
C|C|406  |Sao Mateus do Sul                       |PR|    |0000000|        01058041256050000000
C|C|407  |Seara                                   |SC|    |0000000|        01058042175010000000
C|C|408  |Cruz Machado                            |PR|    |0000000|        01058041068030000000
C|C|409  |Vere                                    |PR|    |0000000|        01058041286090000000
C|C|410  |Embu das Artes                          |SP|    |0000000|        01058035150040000000
C|C|411  |Bage                                    |RS|    |0000000|        01058043016020000000
C|C|412  |ChapecÃ³                                |SC|    |0000000|        01058042042020000000
C|C|413  |VALENCA                                 |RJ|    |0000000|        01058033061070000000
C|C|414  |Gravatai                                |RS|    |0000000|        01058043092090000000
C|C|415  |Santa Barbara dOeste                    |SP|    |0000000|        01058035458030000000
C|C|416  |Nova Alvorada                           |RS|    |0000000|        01058043127570000000
C|C|417  |CAMACARI                                |BA|    |0000000|        01058029057010000000
C|C|418  |MATELANDIA                              |PR|    |0000000|        01058041156060000000
C|C|419  |SANTO ANTONIO DO SUDOESTE               |PR|    |0000000|        01058041244000000000
C|C|420  |Umuarama                                |PR|    |0000000|        01058041281040000000
C|C|421  |Vera Cruz Do Oeste                      |PR|    |0000000|        01058041285590000000
C|C|422  |Nova Esperança Do Sudoeste              |PR|    |0000000|        01058041169010000000
C|C|423  |Veranopolis                             |RS|    |0000000|        01058043228060000000
C|C|424  |Sao Mateus Do Sul                       |PR|    |0000000|        01058041256050000000
C|C|425  |Belo Horizonte                          |MG|    |0000000|        01058031062000000000
C|C|426  |Cordeiropolis                           |SP|    |0000000|        01058035124070000000
C|C|427  |ITUMBIARA                               |GO|    |0000000|        01058052115030000000
C|C|428  |Itumbiara                               |GO|    |0000000|        01058052115030000000
C|C|429  |ALVARES MACHADO                         |SP|    |0000000|        01058035013010000000
C|C|430  |ERECHIM                                 |RS|    |0000000|        01058043070050000000
C|C|431  |VILA MARIA                              |RS|    |0000000|        01058043234080000000
C|C|432  |ARACARIGUAMA                            |SP|    |0000000|        01058035027540000000
C|C|433  |Sumare                                  |SP|    |0000000|        01058035524030000000
